DIM2,Kuu,DIM3,Näitaja,DIM4,Kahjukindlustusliik,DIM5,Kahjukindlustusandja,TIME,Vaatlusperiood,Value,Flag Codes,Flags
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,11,If P&C Insurance AS,2012,2012,7173.431,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,11,If P&C Insurance AS,2013,2013,7398.663,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,11,If P&C Insurance AS,2014,2014,8375.813,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,11,If P&C Insurance AS,2015,2015,10367.71,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,11,If P&C Insurance AS,2016,2016,10616.266,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,11,If P&C Insurance AS,2017,2017,9282.698,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,12,AS Inges Kindlustus,2010,2010,0.31956,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,12,AS Inges Kindlustus,2011,2011,0.2,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,12,AS Inges Kindlustus,2012,2012,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,12,AS Inges Kindlustus,2013,2013,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,12,AS Inges Kindlustus,2014,2014,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,12,AS Inges Kindlustus,2015,2015,0.566,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,12,AS Inges Kindlustus,2016,2016,0.503,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,12,AS Inges Kindlustus,2017,2017,0.729,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,13,Kredex Krediidikindlustus AS,2010,2010,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,13,Kredex Krediidikindlustus AS,2011,2011,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,13,Kredex Krediidikindlustus AS,2012,2012,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,13,Kredex Krediidikindlustus AS,2013,2013,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,13,Kredex Krediidikindlustus AS,2014,2014,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,13,Kredex Krediidikindlustus AS,2015,2015,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,13,Kredex Krediidikindlustus AS,2016,2016,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,13,Kredex Krediidikindlustus AS,2017,2017,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,14,QBE Insurance (Europe) Limited in Estonia,2010,2010,519.0265,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,14,QBE Insurance (Europe) Limited in Estonia,2011,2011,437.2,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,14,QBE Insurance (Europe) Limited in Estonia,2012,2012,123.328,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,16,Salva Kindlustuse AS,2010,2010,1520.58594,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,16,Salva Kindlustuse AS,2011,2011,1125.4,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,16,Salva Kindlustuse AS,2012,2012,949.647,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,16,Salva Kindlustuse AS,2013,2013,1083.431,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,16,Salva Kindlustuse AS,2014,2014,1555.57,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,16,Salva Kindlustuse AS,2015,2015,1818.759,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,16,Salva Kindlustuse AS,2016,2016,1953.358,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,16,Salva Kindlustuse AS,2017,2017,1888.217,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,17,Seesam Insurance AS,2010,2010,5056.56181,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,17,Seesam Insurance AS,2011,2011,4884.6,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,17,Seesam Insurance AS,2012,2012,3579.651,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,17,Seesam Insurance AS,2013,2013,3917.565,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,17,Seesam Insurance AS,2014,2014,4119.679,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,17,Seesam Insurance AS,2015,2015,4309.015,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,17,Seesam Insurance AS,2016,2016,4354.584,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,17,Seesam Insurance AS,2017,2017,4866.062,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,18,AB Lietuvos draudimas Eesti filiaal,2013,2013,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,18,AB Lietuvos draudimas Eesti filiaal,2014,2014,1662.685,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,18,AB Lietuvos draudimas Eesti filiaal,2015,2015,8066.17,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,18,AB Lietuvos draudimas Eesti filiaal,2016,2016,9274.253,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,18,AB Lietuvos draudimas Eesti filiaal,2017,2017,10535.574,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,19,Compensa Vienna Insurance Group UADB Eesti filiaal,2016,2016,508.519,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Maismaasõidukite kindlustus füüsilised isikud,19,Compensa Vienna Insurance Group UADB Eesti filiaal,2017,2017,1112.803,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,1,Kahjukindlustusandjad kokku,2010,2010,41890.50656,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,1,Kahjukindlustusandjad kokku,2011,2011,40045.8,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,1,Kahjukindlustusandjad kokku,2012,2012,45209.347,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,1,Kahjukindlustusandjad kokku,2013,2013,47862.462,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,1,Kahjukindlustusandjad kokku,2014,2014,50942.914,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,1,Kahjukindlustusandjad kokku,2015,2015,50101.546,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,1,Kahjukindlustusandjad kokku,2016,2016,52281.396,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,1,Kahjukindlustusandjad kokku,2017,2017,56560.156,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,2,Akciné draudimo bendrové Gjensidige Eesti filiaal,2010,2010,862.87117,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,2,Akciné draudimo bendrové Gjensidige Eesti filiaal,2011,2011,1154.2,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,2,Akciné draudimo bendrové Gjensidige Eesti filiaal,2012,2012,1323.141,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,2,Akciné draudimo bendrové Gjensidige Eesti filiaal,2013,2013,1638.858,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,2,Akciné draudimo bendrové Gjensidige Eesti filiaal,2014,2014,1333.471,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,2,Akciné draudimo bendrové Gjensidige Eesti filiaal,2015,2015,718.245,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,2,Akciné draudimo bendrové Gjensidige Eesti filiaal,2016,2016,547.657,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,2,Akciné draudimo bendrové Gjensidige Eesti filiaal,2017,2017,446.407,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,3,AAS BTA Baltic Insurance Company Eesti filiaal,2010,2010,2195.36513,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,3,AAS BTA Baltic Insurance Company Eesti filiaal,2011,2011,2274.6,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,3,AAS BTA Baltic Insurance Company Eesti filiaal,2012,2012,2082.721,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,3,AAS BTA Baltic Insurance Company Eesti filiaal,2013,2013,2396.147,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,3,AAS BTA Baltic Insurance Company Eesti filiaal,2014,2014,2611.641,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,3,AAS BTA Baltic Insurance Company Eesti filiaal,2015,2015,3002.827,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,3,AAS BTA Baltic Insurance Company Eesti filiaal,2016,2016,3516.254,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,3,AAS BTA Baltic Insurance Company Eesti filiaal,2017,2017,3669.042,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,4,Codan Forsikring A/S Eesti,2010,2010,2182.51889,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,4,Codan Forsikring A/S Eesti,2011,2011,3745.7,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,4,Codan Forsikring A/S Eesti,2012,2012,7072.196,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,4,Codan Forsikring A/S Eesti,2013,2013,7494.396,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,4,Codan Forsikring A/S Eesti,2014,2014,6613.156,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,5,D.A.S. Õigusabikulude Kindlustuse AS,2010,2010,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,5,D.A.S. Õigusabikulude Kindlustuse AS,2011,2011,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,5,D.A.S. Õigusabikulude Kindlustuse AS,2012,2012,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,5,D.A.S. Õigusabikulude Kindlustuse AS,2013,2013,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,5,D.A.S. Õigusabikulude Kindlustuse AS,2014,2014,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,5,D.A.S. Õigusabikulude Kindlustuse AS,2015,2015,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,5,D.A.S. Õigusabikulude Kindlustuse AS,2016,2016,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,5,D.A.S. Õigusabikulude Kindlustuse AS,2017,2017,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,6,Eesti Liikluskindlustuse Fond, MTÜ,2010,2010,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,6,Eesti Liikluskindlustuse Fond, MTÜ,2011,2011,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,6,Eesti Liikluskindlustuse Fond, MTÜ,2012,2012,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,6,Eesti Liikluskindlustuse Fond, MTÜ,2013,2013,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,6,Eesti Liikluskindlustuse Fond, MTÜ,2014,2014,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,6,Eesti Liikluskindlustuse Fond, MTÜ,2015,2015,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,6,Eesti Liikluskindlustuse Fond, MTÜ,2016,2016,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,6,Eesti Liikluskindlustuse Fond, MTÜ,2017,2017,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,7,ERGO Insurance SE,2010,2010,10583.64117,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,7,ERGO Insurance SE,2011,2011,8557,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,7,ERGO Insurance SE,2012,2012,9204.126,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,7,ERGO Insurance SE,2013,2013,9327.869,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,7,ERGO Insurance SE,2014,2014,9568.171,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,7,ERGO Insurance SE,2015,2015,9557.412,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,7,ERGO Insurance SE,2016,2016,10085.045,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,7,ERGO Insurance SE,2017,2017,10637.044,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,8,Euler Hermes Kreditversicherungs-Aktiengesellschaft in Estonia,2010,2010,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,10,Swedbank P&C Insurance AS,2010,2010,7396.87856,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,10,Swedbank P&C Insurance AS,2011,2011,6240.7,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,10,Swedbank P&C Insurance AS,2012,2012,6061.315,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,10,Swedbank P&C Insurance AS,2013,2013,6367.636,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,10,Swedbank P&C Insurance AS,2014,2014,6919.842,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,10,Swedbank P&C Insurance AS,2015,2015,7152.864,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,10,Swedbank P&C Insurance AS,2016,2016,7114.969,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,10,Swedbank P&C Insurance AS,2017,2017,7425.162,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,11,If P&C Insurance AS,2010,2010,8112.68902,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,11,If P&C Insurance AS,2011,2011,9878.8,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,11,If P&C Insurance AS,2012,2012,11105.527,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,11,If P&C Insurance AS,2013,2013,11740.121,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,11,If P&C Insurance AS,2014,2014,13010.474,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,11,If P&C Insurance AS,2015,2015,13502.565,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,11,If P&C Insurance AS,2016,2016,12291.362,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,11,If P&C Insurance AS,2017,2017,12862.86,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,12,AS Inges Kindlustus,2010,2010,11.31236,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,12,AS Inges Kindlustus,2011,2011,9.9,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,12,AS Inges Kindlustus,2012,2012,7.125,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,12,AS Inges Kindlustus,2013,2013,5.323,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,12,AS Inges Kindlustus,2014,2014,6.792,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,12,AS Inges Kindlustus,2015,2015,8.331,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,12,AS Inges Kindlustus,2016,2016,10.453,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,12,AS Inges Kindlustus,2017,2017,9.402,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,13,Kredex Krediidikindlustus AS,2010,2010,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,13,Kredex Krediidikindlustus AS,2011,2011,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,13,Kredex Krediidikindlustus AS,2012,2012,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,13,Kredex Krediidikindlustus AS,2013,2013,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,13,Kredex Krediidikindlustus AS,2014,2014,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,13,Kredex Krediidikindlustus AS,2015,2015,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,13,Kredex Krediidikindlustus AS,2016,2016,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,13,Kredex Krediidikindlustus AS,2017,2017,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,14,QBE Insurance (Europe) Limited in Estonia,2010,2010,731.53273,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,14,QBE Insurance (Europe) Limited in Estonia,2011,2011,936.9,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,14,QBE Insurance (Europe) Limited in Estonia,2012,2012,366.41,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,16,Salva Kindlustuse AS,2010,2010,2322.16584,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,16,Salva Kindlustuse AS,2011,2011,2081.4,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,16,Salva Kindlustuse AS,2012,2012,2003.535,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,16,Salva Kindlustuse AS,2013,2013,2124.708,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,16,Salva Kindlustuse AS,2014,2014,2323.558,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,16,Salva Kindlustuse AS,2015,2015,2160.205,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,16,Salva Kindlustuse AS,2016,2016,2225.482,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,16,Salva Kindlustuse AS,2017,2017,2265.748,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,17,Seesam Insurance AS,2010,2010,7491.53171,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,17,Seesam Insurance AS,2011,2011,5166.6,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,17,Seesam Insurance AS,2012,2012,5983.251,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,17,Seesam Insurance AS,2013,2013,6767.404,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,17,Seesam Insurance AS,2014,2014,6749.437,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,17,Seesam Insurance AS,2015,2015,6647.09,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,17,Seesam Insurance AS,2016,2016,6859.405,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,17,Seesam Insurance AS,2017,2017,7250.227,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,18,AB Lietuvos draudimas Eesti filiaal,2013,2013,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,18,AB Lietuvos draudimas Eesti filiaal,2014,2014,1806.372,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,18,AB Lietuvos draudimas Eesti filiaal,2015,2015,7352.007,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,18,AB Lietuvos draudimas Eesti filiaal,2016,2016,8617.048,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,18,AB Lietuvos draudimas Eesti filiaal,2017,2017,10065.613,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,19,Compensa Vienna Insurance Group UADB Eesti filiaal,2016,2016,1013.721,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,Maismaasõidukite kindlustus juriidilised isikud,19,Compensa Vienna Insurance Group UADB Eesti filiaal,2017,2017,1928.651,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Muude sõidukite kindlustus,1,Kahjukindlustusandjad kokku,2010,2010,560.24951,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Muude sõidukite kindlustus,1,Kahjukindlustusandjad kokku,2011,2011,720.2,,
