DIM2,Kuu,DIM3,Näitaja,DIM4,Elukindlustusliik,DIM5,Elukindlustusandja,TIME,Vaatlusperiood,Value,Flag Codes,Flags
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,4,..tulumaksusoodustusega kapitalikogumiskindlustus,5,Compensa Life Vienna Insurance Group SE,2014,2014,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,4,..tulumaksusoodustusega kapitalikogumiskindlustus,5,Compensa Life Vienna Insurance Group SE,2015,2015,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,4,..tulumaksusoodustusega kapitalikogumiskindlustus,5,Compensa Life Vienna Insurance Group SE,2016,2016,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,4,..tulumaksusoodustusega kapitalikogumiskindlustus,5,Compensa Life Vienna Insurance Group SE,2017,2017,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,4,..tulumaksusoodustusega kapitalikogumiskindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2010,2010,5588.05108,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,4,..tulumaksusoodustusega kapitalikogumiskindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2011,2011,4745.8,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,4,..tulumaksusoodustusega kapitalikogumiskindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2012,2012,4328.95,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,4,..tulumaksusoodustusega kapitalikogumiskindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2013,2013,4070.462,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,4,..tulumaksusoodustusega kapitalikogumiskindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2014,2014,3836.818,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,4,..tulumaksusoodustusega kapitalikogumiskindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2015,2015,3605.349,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,4,..tulumaksusoodustusega kapitalikogumiskindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2016,2016,3403.422,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,4,..tulumaksusoodustusega kapitalikogumiskindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2017,2017,3175.542,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,4,..tulumaksusoodustusega kapitalikogumiskindlustus,7,Ergo Life Insurance SE Eesti filiaal,2011,2011,1030,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,4,..tulumaksusoodustusega kapitalikogumiskindlustus,7,Ergo Life Insurance SE Eesti filiaal,2012,2012,961.808,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,4,..tulumaksusoodustusega kapitalikogumiskindlustus,7,Ergo Life Insurance SE Eesti filiaal,2013,2013,922.228,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,4,..tulumaksusoodustusega kapitalikogumiskindlustus,7,Ergo Life Insurance SE Eesti filiaal,2014,2014,879.453,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,4,..tulumaksusoodustusega kapitalikogumiskindlustus,7,Ergo Life Insurance SE Eesti filiaal,2015,2015,805.756,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,4,..tulumaksusoodustusega kapitalikogumiskindlustus,7,Ergo Life Insurance SE Eesti filiaal,2016,2016,748.177,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,4,..tulumaksusoodustusega kapitalikogumiskindlustus,7,Ergo Life Insurance SE Eesti filiaal,2017,2017,686.534,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,1,Elukindlustusandjad kokku,2010,2010,64.1673,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,1,Elukindlustusandjad kokku,2011,2011,42.9,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,1,Elukindlustusandjad kokku,2012,2012,28.057,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,1,Elukindlustusandjad kokku,2013,2013,16.634,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,1,Elukindlustusandjad kokku,2014,2014,7.815,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,1,Elukindlustusandjad kokku,2015,2015,2.729,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,1,Elukindlustusandjad kokku,2016,2016,1.488,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,1,Elukindlustusandjad kokku,2017,2017,1.029,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,2,Ergo Elukindlustuse AS,2010,2010,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,3,Swedbank Life Insurance SE,2010,2010,58.28742,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,3,Swedbank Life Insurance SE,2011,2011,37.9,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,3,Swedbank Life Insurance SE,2012,2012,23.753,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,3,Swedbank Life Insurance SE,2013,2013,12.866,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,3,Swedbank Life Insurance SE,2014,2014,4.93,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,3,Swedbank Life Insurance SE,2015,2015,0.651,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,3,Swedbank Life Insurance SE,2016,2016,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,3,Swedbank Life Insurance SE,2017,2017,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,4,Mandatum Life Insurance Baltic SE,2010,2010,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,4,Mandatum Life Insurance Baltic SE,2011,2011,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,4,Mandatum Life Insurance Baltic SE,2012,2012,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,4,Mandatum Life Insurance Baltic SE,2013,2013,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,4,Mandatum Life Insurance Baltic SE,2014,2014,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,4,Mandatum Life Insurance Baltic SE,2015,2015,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,4,Mandatum Life Insurance Baltic SE,2016,2016,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,4,Mandatum Life Insurance Baltic SE,2017,2017,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,5,Compensa Life Vienna Insurance Group SE,2010,2010,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,5,Compensa Life Vienna Insurance Group SE,2011,2011,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,5,Compensa Life Vienna Insurance Group SE,2012,2012,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,5,Compensa Life Vienna Insurance Group SE,2013,2013,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,5,Compensa Life Vienna Insurance Group SE,2014,2014,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,5,Compensa Life Vienna Insurance Group SE,2015,2015,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,5,Compensa Life Vienna Insurance Group SE,2016,2016,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,5,Compensa Life Vienna Insurance Group SE,2017,2017,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2010,2010,5.87987,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2011,2011,5,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2012,2012,4.304,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2013,2013,3.768,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2014,2014,2.885,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2015,2015,2.078,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2016,2016,1.488,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2017,2017,1.029,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,7,Ergo Life Insurance SE Eesti filiaal,2011,2011,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,7,Ergo Life Insurance SE Eesti filiaal,2012,2012,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,7,Ergo Life Insurance SE Eesti filiaal,2013,2013,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,7,Ergo Life Insurance SE Eesti filiaal,2014,2014,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,7,Ergo Life Insurance SE Eesti filiaal,2015,2015,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,7,Ergo Life Insurance SE Eesti filiaal,2016,2016,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,5,Sünni- ja abiellumiskindlustus,7,Ergo Life Insurance SE Eesti filiaal,2017,2017,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,1,Elukindlustusandjad kokku,2010,2010,5647.61673,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,1,Elukindlustusandjad kokku,2011,2011,8604.4,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,1,Elukindlustusandjad kokku,2012,2012,10422.496,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,1,Elukindlustusandjad kokku,2013,2013,13799.645,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,1,Elukindlustusandjad kokku,2014,2014,16441.844,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,1,Elukindlustusandjad kokku,2015,2015,18893.109,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,1,Elukindlustusandjad kokku,2016,2016,22678.921,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,1,Elukindlustusandjad kokku,2017,2017,22085.752,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,2,Ergo Elukindlustuse AS,2010,2010,1873.63389,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,3,Swedbank Life Insurance SE,2010,2010,92.48016,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,3,Swedbank Life Insurance SE,2011,2011,317.8,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,3,Swedbank Life Insurance SE,2012,2012,365.076,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,3,Swedbank Life Insurance SE,2013,2013,76.298,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,3,Swedbank Life Insurance SE,2014,2014,52.773,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,3,Swedbank Life Insurance SE,2015,2015,53.568,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,3,Swedbank Life Insurance SE,2016,2016,49.58,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,3,Swedbank Life Insurance SE,2017,2017,120.577,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,4,Mandatum Life Insurance Baltic SE,2010,2010,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,4,Mandatum Life Insurance Baltic SE,2011,2011,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,4,Mandatum Life Insurance Baltic SE,2012,2012,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,4,Mandatum Life Insurance Baltic SE,2013,2013,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,4,Mandatum Life Insurance Baltic SE,2014,2014,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,4,Mandatum Life Insurance Baltic SE,2015,2015,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,4,Mandatum Life Insurance Baltic SE,2016,2016,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,4,Mandatum Life Insurance Baltic SE,2017,2017,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,5,Compensa Life Vienna Insurance Group SE,2010,2010,2712.02689,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,5,Compensa Life Vienna Insurance Group SE,2011,2011,5022.5,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,5,Compensa Life Vienna Insurance Group SE,2012,2012,6480.127,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,5,Compensa Life Vienna Insurance Group SE,2013,2013,10031.667,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,5,Compensa Life Vienna Insurance Group SE,2014,2014,11935.19,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,5,Compensa Life Vienna Insurance Group SE,2015,2015,12572.998,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,5,Compensa Life Vienna Insurance Group SE,2016,2016,16301.138,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,5,Compensa Life Vienna Insurance Group SE,2017,2017,15015.533,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2010,2010,969.4758,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2011,2011,1229.3,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2012,2012,1812.885,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2013,2013,1556.763,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2014,2014,1391.699,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2015,2015,2387.222,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2016,2016,3567.11,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2017,2017,5119.4,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,7,Ergo Life Insurance SE Eesti filiaal,2011,2011,2034.8,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,7,Ergo Life Insurance SE Eesti filiaal,2012,2012,1764.408,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,7,Ergo Life Insurance SE Eesti filiaal,2013,2013,2134.917,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,7,Ergo Life Insurance SE Eesti filiaal,2014,2014,3062.182,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,7,Ergo Life Insurance SE Eesti filiaal,2015,2015,3879.321,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,7,Ergo Life Insurance SE Eesti filiaal,2016,2016,2761.093,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,6,Pensionikindlustus,7,Ergo Life Insurance SE Eesti filiaal,2017,2017,1830.242,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,1,Elukindlustusandjad kokku,2010,2010,4354.87582,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,1,Elukindlustusandjad kokku,2011,2011,7436.9,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,1,Elukindlustusandjad kokku,2012,2012,8466.335,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,1,Elukindlustusandjad kokku,2013,2013,12033.911,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,1,Elukindlustusandjad kokku,2014,2014,14705.561,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,1,Elukindlustusandjad kokku,2015,2015,13113.74,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,1,Elukindlustusandjad kokku,2016,2016,16921.434,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,1,Elukindlustusandjad kokku,2017,2017,15722.086,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,2,Ergo Elukindlustuse AS,2010,2010,1163.31983,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,3,Swedbank Life Insurance SE,2010,2010,72.9871,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,3,Swedbank Life Insurance SE,2011,2011,103.8,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,3,Swedbank Life Insurance SE,2012,2012,82.665,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,3,Swedbank Life Insurance SE,2013,2013,55.983,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,3,Swedbank Life Insurance SE,2014,2014,37.52,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,3,Swedbank Life Insurance SE,2015,2015,53.06,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,3,Swedbank Life Insurance SE,2016,2016,49.185,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,3,Swedbank Life Insurance SE,2017,2017,120.184,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,4,Mandatum Life Insurance Baltic SE,2010,2010,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,4,Mandatum Life Insurance Baltic SE,2011,2011,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,4,Mandatum Life Insurance Baltic SE,2012,2012,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,4,Mandatum Life Insurance Baltic SE,2013,2013,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,4,Mandatum Life Insurance Baltic SE,2014,2014,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,4,Mandatum Life Insurance Baltic SE,2015,2015,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,4,Mandatum Life Insurance Baltic SE,2016,2016,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,4,Mandatum Life Insurance Baltic SE,2017,2017,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,5,Compensa Life Vienna Insurance Group SE,2010,2010,2701.16191,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,5,Compensa Life Vienna Insurance Group SE,2011,2011,4980.5,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,5,Compensa Life Vienna Insurance Group SE,2012,2012,6289.11,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,5,Compensa Life Vienna Insurance Group SE,2013,2013,9591.57,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,5,Compensa Life Vienna Insurance Group SE,2014,2014,11273.573,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,5,Compensa Life Vienna Insurance Group SE,2015,2015,11942.344,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,5,Compensa Life Vienna Insurance Group SE,2016,2016,15789.625,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,5,Compensa Life Vienna Insurance Group SE,2017,2017,14449.855,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2010,2010,417.40698,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2011,2011,419,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2012,2012,432.814,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2013,2013,391.742,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2014,2014,415.924,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2015,2015,315.04,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2016,2016,381.247,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2017,2017,525.969,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,7,Ergo Life Insurance SE Eesti filiaal,2011,2011,1933.6,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,7,Ergo Life Insurance SE Eesti filiaal,2012,2012,1661.746,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,7,Ergo Life Insurance SE Eesti filiaal,2013,2013,1994.616,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,7,Ergo Life Insurance SE Eesti filiaal,2014,2014,2978.544,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,7,Ergo Life Insurance SE Eesti filiaal,2015,2015,803.296,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,7,Ergo Life Insurance SE Eesti filiaal,2016,2016,701.377,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,7,..tulumaksusoodustusega pensionikindlustus,7,Ergo Life Insurance SE Eesti filiaal,2017,2017,626.078,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,1,Elukindlustusandjad kokku,2010,2010,39465.63471,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,1,Elukindlustusandjad kokku,2011,2011,27606.1,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,1,Elukindlustusandjad kokku,2012,2012,26819.408,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,1,Elukindlustusandjad kokku,2013,2013,29613.227,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,1,Elukindlustusandjad kokku,2014,2014,32866.093,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,1,Elukindlustusandjad kokku,2015,2015,31869.444,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,1,Elukindlustusandjad kokku,2016,2016,29058.118,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,1,Elukindlustusandjad kokku,2017,2017,33583.39,,
